image_id,sample_id,svs_path
2656595,P-0052440-T01-IM6,s3://mskmind-bkt/reef-slides/2656595.svs
2525771,P-0052445-T01-IM6,s3://mskmind-bkt/reef-slides/2525771.svs
3494266,P-0052445-T02-IM7,s3://mskmind-bkt/reef-slides/3494266.svs
3190747,P-0052448-T02-IM6,s3://mskmind-bkt/reef-slides/3190747.svs
3042794,P-0052448-T03-IM6,s3://mskmind-bkt/reef-slides/3042794.svs
3408449,P-0052453-T05-IM7,s3://mskmind-bkt/reef-slides/3408449.svs
2537789,P-0052467-T01-IM6,s3://mskmind-bkt/reef-slides/2537789.svs
3715092,P-0052468-T03-IM7,s3://mskmind-bkt/reef-slides/3715092.svs
2537934,P-0052472-T01-IM6,s3://mskmind-bkt/reef-slides/2537934.svs
2553282,P-0052472-T02-IM6,s3://mskmind-bkt/reef-slides/2553282.svs
5041706,P-0052474-T01-IM6,s3://mskmind-bkt/reef-slides/5041706.svs
2478585,P-0052475-T01-IM6,s3://mskmind-bkt/reef-slides/2478585.svs
2592573,P-0052481-T01-IM6,s3://mskmind-bkt/reef-slides/2592573.svs
2688451,P-0052483-T01-IM6,s3://mskmind-bkt/reef-slides/2688451.svs
2548048,P-0052485-T01-IM6,s3://mskmind-bkt/reef-slides/2548048.svs
2547908,P-0052486-T01-IM6,s3://mskmind-bkt/reef-slides/2547908.svs
2537623,P-0052487-T01-IM6,s3://mskmind-bkt/reef-slides/2537623.svs
4433077,P-0052488-T01-IM6,s3://mskmind-bkt/reef-slides/4433077.svs
2468248,P-0052488-T02-IM6,s3://mskmind-bkt/reef-slides/2468248.svs
2527718,P-0052491-T01-IM6,s3://mskmind-bkt/reef-slides/2527718.svs
2527698,P-0052492-T01-IM6,s3://mskmind-bkt/reef-slides/2527698.svs
2523708,P-0052493-T01-IM6,s3://mskmind-bkt/reef-slides/2523708.svs
2507607,P-0052494-T01-IM6,s3://mskmind-bkt/reef-slides/2507607.svs
2401628,P-0052495-T01-IM6,s3://mskmind-bkt/reef-slides/2401628.svs
2537644,P-0052495-T02-IM6,s3://mskmind-bkt/reef-slides/2537644.svs
4812588,P-0052497-T02-IM6,s3://mskmind-bkt/reef-slides/4812588.svs
2528605,P-0052500-T01-IM6,s3://mskmind-bkt/reef-slides/2528605.svs
2527503,P-0052511-T01-IM6,s3://mskmind-bkt/reef-slides/2527503.svs
2692787,P-0052522-T01-IM7,s3://mskmind-bkt/reef-slides/2692787.svs
3664190,P-0052522-T02-IM7,s3://mskmind-bkt/reef-slides/3664190.svs
2552491,P-0052526-T01-IM6,s3://mskmind-bkt/reef-slides/2552491.svs
2499190,P-0052526-T02-IM6,s3://mskmind-bkt/reef-slides/2499190.svs
2552941,P-0052527-T01-IM6,s3://mskmind-bkt/reef-slides/2552941.svs
2552891,P-0052531-T01-IM6,s3://mskmind-bkt/reef-slides/2552891.svs
2531351,P-0052533-T01-IM6,s3://mskmind-bkt/reef-slides/2531351.svs
2531205,P-0052535-T01-IM6,s3://mskmind-bkt/reef-slides/2531205.svs
2469104,P-0052537-T01-IM6,s3://mskmind-bkt/reef-slides/2469104.svs
2404742,P-0052538-T01-IM6,s3://mskmind-bkt/reef-slides/2404742.svs
2527705,P-0052539-T01-IM6,s3://mskmind-bkt/reef-slides/2527705.svs
2476739,P-0052540-T01-IM6,s3://mskmind-bkt/reef-slides/2476739.svs
4965722,P-0052541-T02-IM7,s3://mskmind-bkt/reef-slides/4965722.svs
2547526,P-0052542-T01-IM6,s3://mskmind-bkt/reef-slides/2547526.svs
1364280,P-0052543-T01-IM6,s3://mskmind-bkt/reef-slides/1364280.svs
2746205,P-0052560-T01-IM6,s3://mskmind-bkt/reef-slides/2746205.svs
2531302,P-0052564-T01-IM6,s3://mskmind-bkt/reef-slides/2531302.svs
2531362,P-0052567-T01-IM6,s3://mskmind-bkt/reef-slides/2531362.svs
2362740,P-0052569-T01-IM6,s3://mskmind-bkt/reef-slides/2362740.svs
2413356,P-0052570-T01-IM6,s3://mskmind-bkt/reef-slides/2413356.svs
