image_id,sample_id,svs_path
8780,TCGA-05-4250-01,s3://pathology/TCGA/586edaf8-4366-4ba8-a8f1-a79ed9c1f448/TCGA-05-4250-01Z-00-DX1.90f67fdf-dff9-46ca-af71-0978d7c221ba.svs
6080,TCGA-05-4395-01,s3://pathology/TCGA/2aa283f3-732c-4879-8d37-1fec3ccf5bdc/TCGA-05-4395-01Z-00-DX1.20205276-ca16-46b2-914a-fe5e576a5cf9.svs
2147,TCGA-05-4397-01,s3://pathology/TCGA/1f178d38-98dc-4ed8-8dc7-3a6e10320a45/TCGA-05-4397-01Z-00-DX1.00e9cdb3-b50e-439c-86b0-d7b73b802c0d.svs
4861,TCGA-05-4398-01,s3://pathology/TCGA/5018f804-cc47-4081-88e4-55c75095ecc2/TCGA-05-4398-01Z-00-DX1.269bc75f-492e-48b1-87ee-85924aa80e74.svs
1871,TCGA-05-4403-01,s3://pathology/TCGA/d14d5041-6ea8-431a-82e7-ba3f98e88711/TCGA-05-4403-01Z-00-DX1.fee8e988-956c-42a2-a6c5-06b6d6736295.svs
8329,TCGA-05-4415-01,s3://pathology/TCGA/a79c96ab-5f63-41ba-95e8-18d4bfbb998a/TCGA-05-4415-01Z-00-DX1.55E0C429-B308-4962-8DA9-41D7D3F7764E.svs
10108,TCGA-05-4417-01,s3://pathology/TCGA/19772eb2-49e3-4271-91b6-cdc1b688fa2a/TCGA-05-4417-01Z-00-DX1.6E534856-996F-4BD9-8AFC-7B1BF627E505.svs
7607,TCGA-05-4420-01,s3://pathology/TCGA/05843435-cd47-4dd1-a69b-b46e5e98518f/TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d.svs
10254,TCGA-05-4422-01,s3://pathology/TCGA/12a826f1-0683-4ff7-a3a6-4158a2de785f/TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf.svs
8644,TCGA-05-4424-01,s3://pathology/TCGA/b139b75c-44e8-4909-96f0-208e6122e5fb/TCGA-05-4424-01Z-00-DX1.4892016C-1A96-4A72-ACB8-FFD282FC4E69.svs
4044,TCGA-05-4426-01,s3://pathology/TCGA/755851ba-ca30-469a-8475-5d0546764446/TCGA-05-4426-01Z-00-DX1.4c9da782-f4aa-4c4f-b3aa-fae2259f236f.svs
703,TCGA-05-4430-01,s3://pathology/TCGA/9d02e693-4bed-4c61-964a-2743fa20ec6b/TCGA-05-4430-01Z-00-DX1.95659bbb-3091-4370-bc1d-6c6c1baa7b3d.svs
6971,TCGA-05-4432-01,s3://pathology/TCGA/80e627a6-79af-4232-8cbe-d89d8d2f8511/TCGA-05-4432-01Z-00-DX1.90d00d62-402b-404a-85e2-0edf869193ab.svs
10770,TCGA-05-4433-01,s3://pathology/TCGA/60f8249b-abf8-4ae3-a472-ed2a428e3834/TCGA-05-4433-01Z-00-DX1.5843D3CC-CB24-4A0A-BB65-78A5DAA11D84.svs
10031,TCGA-06-0122-01,s3://pathology/TCGA/bb1268fa-eaa2-4933-a929-7f0ef508e65b/TCGA-06-0122-01Z-00-DX2.8ccb2e31-03b4-4b49-88af-8412b68a901c.svs
3885,TCGA-06-0124-01,s3://pathology/TCGA/ec40dd56-14c7-4a28-b4f5-46d74ed6695c/TCGA-06-0124-01Z-00-DX6.6f47506a-94ca-4f3e-a824-dd6098cdc911.svs
7855,TCGA-06-0125-01,s3://pathology/TCGA/e386fae4-629e-4669-b565-05ced9605452/TCGA-06-0125-01Z-00-DX1.8e0915b2-8dc3-4753-8062-05643835672b.svs
9117,TCGA-06-0126-01,s3://pathology/TCGA/c095d1f0-d71f-4ae5-84b6-6cc45834a55a/TCGA-06-0126-01Z-00-DX1.35fbd316-d2a0-421f-a822-07e52ca87d92.svs
2169,TCGA-06-0127-01,s3://pathology/TCGA/9adc3e98-9fbb-4262-b1d3-3c0043304e87/TCGA-06-0127-01Z-00-DX2.f1ab580e-88c3-4fb3-ab6e-114b0a89c4f1.svs
1057,TCGA-06-0128-01,s3://pathology/TCGA/cae5016d-21cd-4635-8ee3-1a4820f88c08/TCGA-06-0128-01Z-00-DX1.daacb161-d72f-4f75-843b-596f0a7fbec7.svs
7248,TCGA-06-0129-01,s3://pathology/TCGA/4c2f8604-ca3d-4f5d-97bb-56fa5a8873d8/TCGA-06-0129-01Z-00-DX3.bae772ea-dd36-47ec-8185-761989be3cc8.svs
10043,TCGA-06-0130-01,s3://pathology/TCGA/bc9c285e-3b12-4f41-8665-000ff9930eab/TCGA-06-0130-01Z-00-DX2.174bf8b2-127b-437e-b8dc-90c9f1007617.svs
3948,TCGA-06-0133-01,s3://pathology/TCGA/d33e038b-4c63-4168-bd25-ea3a71a37ac9/TCGA-06-0133-01Z-00-DX2.fbda343a-e928-44d6-85a0-2080ced06dd9.svs
2339,TCGA-06-0137-01,s3://pathology/TCGA/fdffd302-f1ef-466c-8f71-ea6776ef5165/TCGA-06-0137-01Z-00-DX5.0f06ca27-54e2-490a-8afb-a19600e60619.svs
10536,TCGA-06-0138-01,s3://pathology/TCGA/db692f62-04aa-47a3-8dd6-8432b8448cb6/TCGA-06-0138-01Z-00-DX4.8aec0797-c88f-4345-ab9b-dfba99dd91e6.svs
1072,TCGA-06-0139-01,s3://pathology/TCGA/aff76c1c-dc67-49b9-912d-729ef7ba6606/TCGA-06-0139-01Z-00-DX1.480e4717-5290-43a4-8534-62b7761ebe61.svs
10711,TCGA-06-0141-01,s3://pathology/TCGA/f283f239-1df7-4c78-9104-3f2c311a097e/TCGA-06-0141-01Z-00-DX2.9c16caf2-d538-4233-9480-1188d85c229d.svs
1291,TCGA-06-0143-01,s3://pathology/TCGA/a8078b20-b0b1-4f2a-ae50-30ea30d560f5/TCGA-06-0143-01Z-00-DX2.6c4cb4fb-440c-4099-b7db-ff863614c9b8.svs
7329,TCGA-06-0145-01,s3://pathology/TCGA/c514022d-c063-493c-aff3-a4e9614c470f/TCGA-06-0145-01Z-00-DX5.1d9fc2de-a6f4-4484-9bb2-81b92a6674b1.svs
5704,TCGA-06-0147-01,s3://pathology/TCGA/d8540a6c-760d-41ab-b31c-8f4addef5781/TCGA-06-0147-01Z-00-DX1.5a8942f3-ec7b-4698-8fd1-5feb7ee81849.svs
612,TCGA-06-0148-01,s3://pathology/TCGA/d0f46275-cfe9-4fa4-b05f-548ccf07ec78/TCGA-06-0148-01Z-00-DX1.3b19c82d-c52d-4514-8bf6-5b0f629c18de.svs
9115,TCGA-06-0152-01,s3://pathology/TCGA/fcc7692a-2c12-4be4-a61b-d537fd7909a5/TCGA-06-0152-01Z-00-DX9.8620b410-9d16-418e-88e1-b75c020da50a.svs
6276,TCGA-06-0154-01,s3://pathology/TCGA/f533b482-8c1a-40af-ac90-fffce18ba656/TCGA-06-0154-01Z-00-DX4.6fda0714-6fd5-4955-ba9d-38681d19d4b6.svs
3216,TCGA-06-0157-01,s3://pathology/TCGA/cd41d6b5-4963-482a-8260-00f53d36fdf4/TCGA-06-0157-01Z-00-DX3.92209e36-62ba-4296-a166-4d147696bb68.svs
5326,TCGA-06-0158-01,s3://pathology/TCGA/8e70b383-1cad-4c15-a075-b1e47b102649/TCGA-06-0158-01Z-00-DX1.05358ff8-3c26-440a-9d51-bafa92cf4685.svs
9543,TCGA-06-0166-01,s3://pathology/TCGA/d9067864-622a-44a4-9688-b3277a37dde7/TCGA-06-0166-01Z-00-DX6.c9cc3892-da84-44e8-b5d1-895f831fbcdb.svs
5822,TCGA-06-0168-01,s3://pathology/TCGA/c9842591-a86b-4b6a-9495-feed16107aa8/TCGA-06-0168-01Z-00-DX1.de032f58-1712-4029-a607-87c858c6c965.svs
5143,TCGA-06-0169-01,s3://pathology/TCGA/dff1bdcd-0ffd-47dd-bb24-b11fa5c03360/TCGA-06-0169-01Z-00-DX1.a471a09b-1488-4d1e-9945-6c487bfb081f.svs
4756,TCGA-06-0171-01,s3://pathology/TCGA/befcaab3-97c3-45e8-8be5-a9882c590f3d/TCGA-06-0171-01Z-00-DX2.36b8a018-8845-4600-954b-dc12ce772ad6.svs
10227,TCGA-06-0173-01,s3://pathology/TCGA/ebda40cb-b87f-471f-8aaa-b9a17076a30b/TCGA-06-0173-01Z-00-DX2.0de78487-bbad-4394-872c-a6613f610ec8.svs
8519,TCGA-06-0174-01,s3://pathology/TCGA/bbda8a89-8e22-4a7e-b39f-bcc220a8f486/TCGA-06-0174-01Z-00-DX3.23b6e12e-dfc1-4c6f-903e-170038a0e055.svs
8014,TCGA-06-0176-01,s3://pathology/TCGA/a732eed3-88d2-4ce6-872b-7da0b52ca518/TCGA-06-0176-01Z-00-DX4.98c6f166-0c65-47c5-9d26-c4e524b25577.svs
6569,TCGA-06-0178-01,s3://pathology/TCGA/c8ddaf92-e197-417b-bb4a-316ea043acee/TCGA-06-0178-01Z-00-DX5.7ab03a67-87f7-4e71-82fa-250518378f49.svs
